StateAbbr,CityName,UniqueID,CityFIPS,TractFIPS,Data_Value,Population2010,Lat,Lon
TX,Houston,4835000-48201552001,4835000,48201552001,,2,29.9228192376,-95.5994792112
OH,Columbus,3918000-39049009373,3918000,39049009373,42.7,4697,39.9146186221,-82.8483109881
CA,Los Angeles,0644000-06037106645,644000,6037106645,19.6,3389,34.2905630964,-118.4941730260
NY,Albany,3601000-36001000404,3601000,36001000404,13.5,5203,42.6899799067,-73.8294687976
IN,South Bend,1871000-18141011801,1871000,18141011801,27.7,95,41.6206421869,-86.2578484693
NY,New York,3651000-36005036502,3651000,36005036502,39.4,2423,40.8423825129,-73.8878235657
FL,Clearwater,1212875-12103026300,1212875,12103026300,36.2,5793,27.9808968702,-82.7819782297
NY,New York,3651000-36061011402,3651000,36061011402,15.6,2397,40.7634830536,-73.9672788597
NY,New York,3651000-36047012902,3651000,36047012902,20.1,1964,40.6807693217,-73.9760266354
NY,New York,3651000-36005006900,3651000,36005006900,39.5,7564,40.8218665599,-73.9157567323
NY,New York,3651000-36047011700,3651000,36047011700,21.2,2364,40.6685527104,-73.9933231384
AR,Little Rock,0541000-05119004218,541000,5119004218,24.2,2685,34.7500367114,-92.4238406983
LA,New Orleans,2255000-22071014500,2255000,22071014500,42.7,3059,29.9606306852,-90.0950063575
IN,Evansville,1822000-18163000900,1822000,18163000900,36.5,5944,37.9553370173,-87.5205138192
WI,Milwaukee,5553000-55079019200,5553000,55079019200,31.5,3186,42.9927849043,-87.9859386721
TX,Houston,4835000-48201240801,4835000,48201240801,,5,30.0253862027,-95.4256977397
NY,New York,3651000-36047063800,3651000,36047063800,18.9,1524,40.6066684013,-73.9388104958
GA,Columbus,1319000-13215003302,1319000,13215003302,44.6,2455,32.4210226236,-84.9362184638
IL,Chicago,1714000-17031310900,1714000,17031310900,32.6,5123,41.8557716536,-87.6746740953
CA,San Jose,0668000-06085502903,668000,6085502903,20.1,5075,37.2779341168,-121.9050525590
WA,Spokane,5367000-53063011000,5367000,53063011000,21.8,62,47.7179819653,-117.4262414310
TX,Irving,4837000-48113020100,4837000,48113020100,37.2,2318,32.8222819560,-96.9081048484
IL,Chicago,1714000-17031221300,1714000,17031221300,26.2,3222,41.9211256768,-87.6997540616
VA,Norfolk,5157000-51710980300,5157000,51710980300,,1,36.8948932782,-76.2001024429
WI,Kenosha,5539225-55059001500,5539225,55059001500,34.9,3671,42.5707538343,-87.8518953989
IL,Chicago,1714000-17031430200,1714000,17031430200,43,4680,41.7697313832,-87.5813482978
NY,New York,3651000-36081046300,3651000,36081046300,25.9,4284,40.7439980516,-73.8710891675
TX,Dallas,4819000-48113009303,4819000,48113009303,40.2,4039,32.7232249917,-96.7192992624
CA,San Diego,0666000-06073010014,666000,6073010014,22.4,13017,32.5768625072,-116.9983146210
IL,Chicago,1714000-17031400300,1714000,17031400300,40,1567,41.7931040318,-87.6131835549
CA,Chula Vista,0613392-06073013206,613392,6073013206,28.6,6544,32.5994324775,-117.0724119830
CA,Richmond,0660620-06013386000,660620,6013386000,26.9,121,37.9212433726,-122.3217484460
CA,San Leandro,0668084-06001432300,668084,6001432300,21.3,4656,37.7308826491,-122.1656194280
OR,Portland,4159000-41051009000,4159000,41051009000,27.5,9621,45.4926428204,-122.5307081250
AZ,Phoenix,0455000-04013106702,455000,4013106702,31.7,1213,33.5348013603,-112.0867781340
NY,Albany,3601000-36001001100,3601000,36001001100,40.5,1169,42.6524098797,-73.7509377483
NC,Charlotte,3712000-37119002904,3712000,37119002904,20.5,6717,35.1419267518,-80.7979872880
CA,Fresno,0627000-06019003702,627000,6019003702,29.6,4933,36.7758681593,-119.8278230380
NY,New York,3651000-36005036501,3651000,36005036501,42.7,3965,40.8453745661,-73.8858158095
CA,San Diego,0666000-06073001200,666000,6073001200,25,5660,32.7580744660,-117.1317978370
PA,Pittsburgh,4261000-42003260200,4261000,42003260200,30.9,2285,40.4914060434,-80.0183640881
IL,Chicago,1714000-17031020301,1714000,17031020301,20.3,4750,42.0068652402,-87.7051863776
AZ,Tucson,0477000-04019004072,477000,4019004072,25.6,2484,32.2276877873,-110.8110435910
CA,Long Beach,0643000-06037575500,643000,6037575500,23.5,76,33.7865130417,-118.2149667820
NY,New York,3651000-36085014607,3651000,36085014607,27.3,4552,40.5569220013,-74.1641209456
CA,San Francisco,0667000-06075020401,667000,6075020401,18,2846,37.7595166475,-122.4434835940
CO,Centennial,0812815-08005006856,812815,8005006856,21.9,1247,39.5866717278,-104.8307014960
TN,Memphis,4748000-47157020531,4748000,47157020531,35,1719,35.2540036572,-89.9259465115
FL,Jacksonville,1235000-12031016727,1235000,12031016727,24.5,3057,30.1784937975,-81.6140554583
CA,Livermore,0641992-06001451503,641992,6001451503,22.2,5660,37.6849517439,-121.7489971260
OK,Norman,4052500-40027201405,4052500,40027201405,27.8,5378,35.2183415837,-97.3882823627
CA,San Diego,0666000-06073002602,666000,6073002602,28.4,4450,32.7357597506,-117.0972746150
OK,Tulsa,4075000-40143002700,4075000,40143002700,35.6,3291,36.1547726819,-96.0132744337
ND,Fargo,3825700-38017000100,3825700,38017000100,27.5,5162,46.9136409487,-96.7717282768
CA,Hesperia,0633434-06071010013,633434,6071010013,28.8,8022,34.4287559769,-117.2682308570
IL,Chicago,1714000-17031242200,1714000,17031242200,20.5,3590,41.8995893676,-87.6747187653
CA,San Bernardino,0665000-06071007410,665000,6071007410,27.7,3450,34.1320331249,-117.2099319990
TX,Houston,4835000-48201453402,4835000,48201453402,33.5,8214,29.6657849795,-95.5761387000
AL,Montgomery,0151000-01101005101,151000,1101005101,37.5,2492,32.4207535690,-86.2187987157
CA,Moreno Valley,0649270-06065042505,649270,6065042505,39.4,3612,33.9238569664,-117.2797900140
AL,Birmingham,0107000-01073011803,107000,1073011803,37.4,928,33.6252575173,-86.6998610409
TX,San Antonio,4865000-48029121905,4865000,48029121905,24,3839,29.6472656891,-98.4412219376
MI,Detroit,2622000-26163516200,2622000,26163516200,48.5,774,42.3661558723,-83.0189390239
TX,Laredo,4841464-48479001001,4841464,48479001001,37.7,4768,27.5125552594,-99.4699858607
MO,O'Fallon,2954074-29183312205,2954074,29183312205,26.6,4650,38.7516489318,-90.7890610424
TX,Houston,4835000-48201314400,4835000,48201314400,17.7,3093,29.6898971082,-95.4072482130
CA,Rialto,0660466-06071003507,660466,6071003507,30.1,4887,34.1104056664,-117.3900615100
CA,Milpitas,0647766-06085504421,647766,6085504421,15.9,4733,37.4513759629,-121.9009698540
KS,Overland Park,2053775-20091053101,2053775,20091053101,24.4,4093,38.9237938841,-94.6955788919
TX,Pasadena,4856000-48201322600,4856000,48201322600,33.9,5329,29.6990567799,-95.1577090318
NY,New York,3651000-36005040302,3651000,36005040302,38.1,4386,40.8678675357,-73.8921759655
CA,Irvine,0636770-06059052404,636770,6059052404,19.5,549,33.6736239700,-117.7200667560
FL,Miami,1245000-12086005104,1245000,12086005104,35,3813,25.7869445899,-80.2358439627
NY,New York,3651000-36047020800,3651000,36047020800,18.1,3048,40.6259761006,-74.0097675837
TX,Houston,4835000-48201420600,4835000,48201420600,26.5,2232,29.6611027274,-95.4701296874
OH,Cleveland,3916000-39035121403,3916000,39035121403,49.6,2833,41.4427626015,-81.5914205210
CO,Centennial,0812815-08005085700,812815,8005085700,,3,39.6240490508,-104.7806436880
NY,New York,3651000-36081060100,3651000,36081060100,24.7,2111,40.7152134824,-73.9024124762
IL,Chicago,1714000-17031839900,1714000,17031839900,24.9,4080,41.8271229231,-87.6487068458
KS,Olathe,2052575-20091053555,2052575,20091053555,35.3,1920,38.8825596469,-94.8143828803
IL,Chicago,1714000-17031030603,1714000,17031030603,31.7,2095,41.9854762347,-87.6583978676
CA,Mission Viejo,0648256-06059032020,648256,6059032020,19.1,5715,33.6059752492,-117.6438218920
FL,Hialeah,1230000-12086000807,1230000,12086000807,39.2,3900,25.8330613563,-80.2827351782
TX,San Antonio,4865000-48029191410,4865000,48029191410,30.3,5491,29.5551413588,-98.5082308044
OK,Broken Arrow,4009050-40143007407,4009050,40143007407,26.7,3155,36.0679822939,-95.7790732052
TX,Lubbock,4845000-48303002500,4845000,48303002500,38.2,2547,33.5379153510,-101.8171261460
CA,Los Angeles,0644000-06037212306,644000,6037212306,22.6,3052,34.0561279765,-118.2940727040
WA,Yakima,5380010-53077000300,5380010,53077000300,32.4,4521,46.6167347032,-120.5407131910
OH,Dayton,3921000-39113000700,3921000,39113000700,57.7,2615,39.7657809358,-84.2243257417
NY,New York,3651000-36047055200,3651000,36047055200,20.6,3498,40.6083095848,-73.9562588511
MA,Boston,2507000-25025080601,2507000,25025080601,23.7,4271,42.3333667581,-71.0880448124
NY,New York,3651000-36061009300,3651000,36061009300,20,8780,40.7471119001,-74.0008752579
WA,Everett,5322640-53061052104,5322640,53061052104,,16,48.0122197633,-122.1803154220
AZ,Peoria,0454050-04013613600,454050,4013613600,23.2,3967,33.6832667734,-112.2679065100
TX,Mission,4848768-48215024204,4848768,48215024204,,8,26.1943739358,-98.3871742139
TX,San Antonio,4865000-48029161504,4865000,48029161504,35.8,4341,29.3551006770,-98.6170565735
MA,Boston,2507000-25025040600,2507000,25025040600,18.8,2444,42.3834686048,-71.0698578276
TN,Memphis,4748000-47157022322,4748000,47157022322,41.5,4197,35.0279594375,-90.0550087245
OH,Dayton,3921000-39113001900,3921000,39113001900,45.1,4456,39.7631873222,-84.1667677723
NY,New York,3651000-36081011200,3651000,36081011200,24.5,2358,40.6840981209,-73.8390746310
AZ,Phoenix,0455000-04013104206,455000,4013104206,28.4,3813,33.5725881437,-112.1445604470
AZ,Mesa,0446000-04013422217,446000,4013422217,25.9,3527,33.3606036025,-111.8504809520
TX,San Antonio,4865000-48029170900,4865000,48029170900,39.3,4324,29.4236312591,-98.5482353587
IL,Chicago,1714000-17031071700,1714000,17031071700,22.5,1652,41.9128666312,-87.6410717521
CA,Oakland,0653000-06001409200,653000,6001409200,32.8,3152,37.7290845983,-122.1777872260
OH,Cincinnati,3915000-39061010002,3915000,39061010002,43.6,5585,39.1492941769,-84.5786219730
NC,Durham,3719000-37063002009,3719000,37063002009,41.1,4685,35.9606031218,-78.8978460100
NY,Buffalo,3611000-36029005801,3611000,36029005801,36.1,3366,42.9611511589,-78.9004611009
TX,Lewisville,4842508-48121021629,4842508,48121021629,20,96,33.0318699471,-96.8950916785
FL,Lakeland,1238250-12105012127,1238250,12105012127,25.8,4811,28.1031428767,-81.9866494742
CA,San Diego,0666000-06073010001,666000,6073010001,22.5,4097,32.5867029487,-117.0554218120
NC,High Point,3731400-37081016600,3731400,37081016600,28.5,374,35.9484663241,-79.9249336518
AL,Birmingham,0107000-01073005000,107000,1073005000,28.4,3482,33.4866689795,-86.8173262831
LA,Shreveport,2270000-22017022300,2270000,22017022300,50.2,3002,32.4784229664,-93.7886868661
CA,San Francisco,0667000-06075030101,667000,6075030101,18.1,4233,37.7642357326,-122.4597305780
CO,Denver,0820000-08031003702,820000,8031003702,16.4,4357,39.7365218450,-104.9543645930
FL,Orlando,1253000-12095012403,1253000,12095012403,35.6,2691,28.5853706536,-81.4318780923
IN,Muncie,1851876-18035000300,1851876,18035000300,48.5,1606,40.1858019674,-85.3748151051
TX,Houston,4835000-48201231300,4835000,48201231300,45.7,4254,29.8575583430,-95.2717218766
WI,Milwaukee,5553000-55079003500,5553000,55079003500,39.9,3410,43.0935936987,-87.9983009378
IN,Indianapolis,1836003-18097360502,1836003,18097360502,36.9,5720,39.7856212357,-85.9908481225
IL,Joliet,1738570-17197883214,1738570,17197883214,32.2,1565,41.5429530930,-88.1878831407
IN,Indianapolis,1836003-18097341600,1836003,18097341600,47.2,2089,39.7773451269,-86.2044845056
TX,Carrollton,4813024-48121021637,4813024,48121021637,31.5,412,32.9887583453,-96.8612122671
LA,Baton Rouge,2205000-22033003702,2205000,22033003702,28.7,3415,30.4480098086,-91.0634825247
AZ,Phoenix,0455000-04013104801,455000,4013104801,24.9,3619,33.5787465582,-112.0342549070
TX,Houston,4835000-48157670200,4835000,48157670200,40.4,8322,29.5939549239,-95.4763185647
DC,Washington,1150000-11001000502,1150000,11001000502,15.8,3189,38.9283547350,-77.0595624327
FL,Jacksonville,1235000-12031015200,1235000,12031015200,33.6,2934,30.3468595880,-81.5963079438
OR,Portland,4159000-41051005700,4159000,41051005700,19.4,3430,45.5065489292,-122.6745168280
MA,Fall River,2523000-25005641900,2523000,25005641900,31.8,2275,41.7074250056,-71.1521059299
NY,New York,3651000-36047035601,3651000,36047035601,22.4,2912,40.5809305773,-73.9696826643
CA,Los Angeles,0644000-06037186100,644000,6037186100,20.6,4715,34.1284623707,-118.2299819330
CA,El Monte,0622230-06037434003,622230,6037434003,29.4,3858,34.0473540056,-118.0218520010
CA,Perris,0656700-06065042904,656700,6065042904,36,1609,33.7986041020,-117.2519296290
NY,New York,3651000-36005042300,3651000,36005042300,31.8,4100,40.8770080614,-73.8773555428
CA,Baldwin Park,0603666-06037404701,603666,6037404701,27.6,5873,34.0720823032,-117.9965020640
NC,Greensboro,3728000-37081015300,3728000,37081015300,34.2,2048,36.0717598109,-79.6766027454
AZ,Tucson,0477000-04019004049,477000,4019004049,25.6,2591,32.2135966040,-110.7982747380
CA,Los Angeles,0644000-06037229200,644000,6037229200,36.1,4394,33.9982715208,-118.2608283060
PA,Philadelphia,4260000-42101001101,4260000,42101001101,21.4,3586,39.9449917636,-75.1625240137
TN,Memphis,4748000-47157003700,4748000,47157003700,39.1,1345,35.1355345124,-90.0278933981
UT,Ogden,4955980-49057200204,4955980,49057200204,31.5,3948,41.2811957608,-111.9578634870
WA,Spokane Valley,5367167-53063012100,5367167,53063012100,33.8,2610,47.6641810106,-117.2926965330
NY,New York,3651000-36005038100,3651000,36005038100,38.1,6382,40.8520583568,-73.9011464802
WI,Racine,5566000-55101000901,5566000,55101000901,34,3758,42.7022043530,-87.8333458560
CA,Clovis,0614218-06019005911,614218,6019005911,21.5,3346,36.7945965568,-119.6503255840
AK,Anchorage,0203000-02020000902,203000,2020000902,29.7,3141,61.2043832845,-149.8525221210
SC,Columbia,4516000-45079011604,4516000,45079011604,23.3,4667,33.9712147519,-80.9688003366
TX,Houston,4835000-48201533200,4835000,48201533200,39.9,3222,29.8668797444,-95.4495927907
CA,Los Angeles,0644000-06037262604,644000,6037262604,18.4,6092,34.0513259384,-118.5484070920
FL,Boca Raton,1207300-12099007011,1207300,12099007011,20.6,1025,26.3894729980,-80.1509007233
CA,Chula Vista,0613392-06073013420,613392,6073013420,21.6,3471,32.6400013605,-117.0212329280
NY,New York,3651000-36047023000,3651000,36047023000,27.2,4515,40.6378160522,-73.9842811526
IN,Fort Wayne,1825000-18003011302,1825000,18003011302,38,5644,41.0278831794,-85.0982683521
TX,McAllen,4845384-48215020901,4845384,48215020901,28.7,5124,26.2449050007,-98.2096157737
OH,Columbus,3918000-39049000110,3918000,39049000110,26.8,3344,40.0585948288,-83.0136392510
VA,Hampton,5135000-51650012000,5135000,51650012000,44.6,3217,37.0007894129,-76.3888185191
CA,San Francisco,0667000-06075047702,667000,6075047702,14.4,3824,37.7744602275,-122.4837888540
AZ,Phoenix,0455000-04013103605,455000,4013103605,22.5,5967,33.6170313883,-112.0819066300
NY,New York,3651000-36005028500,3651000,36005028500,25.3,3307,40.8864174960,-73.9025908130
IL,Chicago,1714000-17031190601,1714000,17031190601,32.1,4545,41.9274146184,-87.7804606071
WI,Milwaukee,5553000-55079020000,5553000,55079020000,35.2,3411,42.9841080851,-87.9527774904
MN,Minneapolis,2743000-27053000601,2743000,27053000601,23.9,4641,45.0265599068,-93.2502860463
TX,Austin,4805000-48453001729,4805000,48453001729,22.2,4607,30.2027503265,-97.8293767950
OH,Cincinnati,3915000-39061002200,3915000,39061002200,40.4,2288,39.1222958674,-84.5047082501
TN,Memphis,4748000-47157010000,4748000,47157010000,42.7,7653,35.2352389409,-89.9939030223
TX,Fort Worth,4827000-48439102402,4827000,48439102402,25.6,4185,32.7116441959,-97.4299627552
TN,Nashville,4752006-47037010105,4752006,47037010105,37,4268,36.2488660642,-86.8538782901
TX,Beaumont,4807000-48245001302,4807000,48245001302,34,3060,30.0585603589,-94.1785097934
TX,Dallas,4819000-48113013300,4819000,48113013300,21.7,1987,32.9023998375,-96.7957119974
NY,Rochester,3663000-36055008400,3663000,36055008400,44.4,2912,43.1784819974,-77.5820720111
CA,Santa Maria,0669196-06083002102,669196,6083002102,24,2084,34.9421110389,-120.4267767310
IN,South Bend,1871000-18141002800,1871000,18141002800,43.8,2381,41.6538463570,-86.2897170503
CA,Los Angeles,0644000-06037241001,644000,6037241001,37.5,4285,33.9293049906,-118.2665560320
GA,Atlanta,1304000-13121007603,1304000,13121007603,45.5,4296,33.7065093471,-84.4403826861
IN,Gary,1827000-18089011100,1827000,18089011100,47.2,4597,41.5788594428,-87.3846635604
VA,Newport News,5156000-51700032130,5156000,51700032130,25.6,5262,37.1185716710,-76.4867953827
KS,Wichita,2079000-20173004000,2079000,20173004000,39.9,4539,37.6534279915,-97.3385304741
NY,New York,3651000-36005016400,3651000,36005016400,26.7,1141,40.8321976622,-73.8248492082
CA,Bellflower,0604982-06037554406,604982,6037554406,22.4,4875,33.8726126609,-118.1125129220
NC,Raleigh,3755000-37183054210,3755000,37183054210,28,616,35.8892443476,-78.5067755206
CA,Oceanside,0653322-06073018510,653322,6073018510,25.4,2975,33.2134891210,-117.3417673450
AZ,Peoria,0454050-04013071511,454050,4013071511,,3,33.6351006228,-112.2183266070
NY,New York,3651000-36061002500,3651000,36061002500,24.6,4869,40.7086295033,-73.9975477076
OK,Tulsa,4075000-40143008501,4075000,40143008501,31,3002,36.1261778401,-95.8782384300
NY,Syracuse,3673000-36067003500,3673000,36067003500,33.9,2673,43.0479841736,-76.1200136433
KS,Olathe,2052575-20091052910,2052575,20091052910,25.8,3879,38.9238571223,-94.8025834344
MI,Rochester Hills,2669035-26125193000,2669035,26125193000,24.6,3075,42.6730689230,-83.1828868500
AL,Birmingham,0107000-01073004901,107000,1073004901,24.8,1167,33.4971595645,-86.7917440668
CA,Citrus Heights,0613588-06067008130,613588,6067008130,29.2,192,38.6953947976,-121.3260080620
MI,Warren,2684000-26099268400,2684000,26099268400,39,3724,42.4678605686,-83.0021515887
CA,Pomona,0658072-06037402102,658072,6037402102,29,4815,34.0850914716,-117.7450634070
CA,Indio,0636448-06065045207,636448,6065045207,35,5014,33.7074308138,-116.2405274970
IA,Davenport,1919000-19163012901,1919000,19163012901,30.2,3966,41.5860820379,-90.5297582093
TX,Fort Worth,4827000-48439113916,4827000,48439113916,32.2,4344,32.8669353409,-97.2983621258
FL,Gainesville,1225175-12001000301,1225175,12001000301,25.7,3308,29.6666905165,-82.3311869881
OR,Portland,4159000-41051007700,4159000,41051007700,26.2,1977,45.5592372504,-122.5710305460
NY,New York,3651000-36005023702,3651000,36005023702,38.8,1241,40.8606549310,-73.8973141682
PA,Allentown,4202000-42077001600,4202000,42077001600,42.8,3822,40.6118388254,-75.4784674881
NY,New York,3651000-36081051500,3651000,36081051500,24.3,2852,40.7309681628,-73.9015182175
NV,Las Vegas,3240000-32003000524,3240000,32003000524,40.1,2288,36.1773264873,-115.1111877690
TX,Mesquite,4847892-48113012604,4847892,48113012604,,17,32.8384032877,-96.6445815849
CO,Centennial,0812815-08005005611,812815,8005005611,21.6,4530,39.6019776367,-104.9732926060
NC,Gastonia,3725580-37071031800,3725580,37071031800,40.3,3532,35.2652634552,-81.2334520200
KS,Topeka,2071000-20177001300,2071000,20177001300,40.7,4141,39.0225115074,-95.6607467804
WA,Bellevue,5305210-53033022703,5305210,53033022703,,9,47.6513018199,-122.1653998160
MO,O'Fallon,2954074-29183311152,2954074,29183311152,23.7,2126,38.7458561141,-90.7103791201
AK,Anchorage,0203000-02020001200,203000,2020001200,24.4,3718,61.2121150772,-149.9094970720
OH,Dayton,3921000-39113003404,3921000,39113003404,44.1,2291,39.7429036303,-84.1896795047
IL,Elgin,1723074-17089850500,1723074,17089850500,,7,42.0698890967,-88.2767581303
CA,Concord,0616000-06013337300,616000,6013337300,22,3735,37.9445651585,-122.0084760660
CA,Long Beach,0643000-06037571704,643000,6037571704,29.6,4107,33.8499458702,-118.1870723280
CA,Downey,0619766-06037551800,619766,6037551800,26.1,7533,33.9132255343,-118.1257282810
AZ,Chandler,0412000-04013422218,412000,4013422218,25.7,3095,33.3531487700,-111.8854313740
FL,Hollywood,1232000-12011090801,1232000,12011090801,27.3,3894,26.0287577680,-80.2014303533
WV,Charleston,5414600-54039000200,5414600,54039000200,38.5,1761,38.3862042579,-81.6756814244
AZ,Phoenix,0455000-04013113000,455000,4013113000,25.4,1895,33.4622220627,-112.0739166140
NY,Rochester,3663000-36055001800,3663000,36055001800,35.4,5182,43.1963722903,-77.6527511485
PA,Erie,4224000-42049001600,4224000,42049001600,34.3,4158,42.1280890251,-80.0250052769
CA,Carson,0611530-06037543100,611530,6037543100,34.9,549,33.8784600070,-118.2576972980
CA,Hawthorne,0632548-06037602301,632548,6037602301,25.9,391,33.9011265155,-118.3656590120
TX,Lewisville,4842508-48121021717,4842508,48121021717,27.1,5318,33.0498721663,-97.0360376802
MT,Billings,3006550-30111001804,3006550,30111001804,26.6,3036,45.7730776830,-108.5978779140
IL,Chicago,1714000-17031071300,1714000,17031071300,17.8,3513,41.9217794297,-87.6414577684
TX,San Antonio,4865000-48029120100,4865000,48029120100,23,7129,29.4609904929,-98.4371538449
WA,Everett,5322640-53061041601,5322640,53061041601,29.3,1649,47.9194616801,-122.1983035590
WA,Vancouver,5374060-53011041105,5374060,53011041105,,11,45.6632971713,-122.6358834550
MI,Detroit,2622000-26163504200,2622000,26163504200,45.8,2426,42.4081498639,-82.9717559409
FL,Pompano Beach,1258050-12011050205,1258050,12011050205,20.9,2553,26.2237506018,-80.1768507488
CA,Concord,0616000-06013336201,616000,6013336201,29,4032,37.9606499932,-122.0474486890
TX,Beaumont,4807000-48245000600,4807000,48245000600,46.5,5926,30.1170536574,-94.1235848519
NJ,Passaic,3456550-34031175801,3456550,34031175801,31.4,4181,40.8568591824,-74.1254293880
NM,Albuquerque,3502000-35001003718,3502000,35001003718,21.5,2456,35.1340727243,-106.5424548160
TN,Memphis,4748000-47157003200,4748000,47157003200,27.5,3856,35.1370960067,-89.9969196111
AZ,Phoenix,0455000-04013104218,455000,4013104218,26.3,3941,33.6179383077,-112.1597845540
OH,Cleveland,3916000-39035122300,3916000,39035122300,49.4,1909,41.4314451508,-81.5591139285
NY,New York,3651000-36061017401,3651000,36061017401,28.8,5248,40.7948875342,-73.9485760091
TX,Houston,4835000-48201411502,4835000,48201411502,21.1,3916,29.7349818689,-95.4286249873
AZ,Tucson,0477000-04019003102,477000,4019003102,29.5,3899,32.2373117410,-110.8828891290
CA,Sacramento,0664000-06067001300,664000,6067001300,24,3005,38.5684781871,-121.4745180120
NY,New York,3651000-36081030902,3651000,36081030902,24.4,7992,40.7580679538,-73.8961252052
CA,Fremont,0626000-06001441925,626000,6001441925,12.6,6159,37.5529715199,-121.9636213950
FL,Tallahassee,1270600-12073001500,1270600,12073001500,25.6,4475,30.4699940043,-84.3007548174
SC,Columbia,4516000-45079010600,4516000,45079010600,44,2825,34.0574935813,-81.0289385801
CA,Santa Rosa,0670098-06097152501,670098,6097152501,22.6,4037,38.4654612000,-122.6563752800
NE,Omaha,3137000-31055007436,3137000,31055007436,28.4,4236,41.2907285185,-96.0633527600
CA,San Bernardino,0665000-06071004601,665000,6071004601,25.7,7032,34.1673479965,-117.3292153280
SC,North Charleston,4550875-45019005400,4550875,45019005400,47.3,685,32.8394354555,-79.9535092043
IL,Naperville,1751622-17043846206,1751622,17043846206,23.2,4189,41.7460355866,-88.1364563799
TX,Grand Prairie,4830464-48439113116,4830464,48439113116,34,218,32.7814413188,-97.0616151201
TX,Pasadena,4856000-48201342002,4856000,48201342002,25.6,3413,29.6392067408,-95.1526347937
TX,Lubbock,4845000-48303010403,4845000,48303010403,27.1,5585,33.5124281439,-101.9310580120
CA,Los Angeles,0644000-06037240500,644000,6037240500,39,5655,33.9469248271,-118.2756630020
CA,Los Angeles,0644000-06037125200,644000,6037125200,26.1,3524,34.1648986965,-118.3833647620
IL,Chicago,1714000-17031410800,1714000,17031410800,25.1,2662,41.7979588387,-87.5896243611
NC,Jacksonville,3734200-37133001300,3734200,37133001300,26.7,11758,34.7924598750,-77.4097544237
UT,Layton,4943660-49011125801,4943660,49011125801,29.5,6620,41.0821159513,-111.9952479960
LA,Kenner,2239475-22051021000,2239475,22051021000,38.9,2425,29.9851186894,-90.2424779339
CA,Long Beach,0643000-06037573002,643000,6037573002,34.5,3990,33.7934840806,-118.1915444210
LA,Shreveport,2270000-22017023903,2270000,22017023903,29.2,2909,32.4055156819,-93.7406361623
LA,New Orleans,2255000-22071001701,2255000,22071001701,40.3,1482,30.0222151123,-90.0395259510
FL,Miramar,1245975-12011110324,1245975,12011110324,23.7,10560,25.9739204023,-80.4110245738
IL,Chicago,1714000-17031210502,1714000,17031210502,33.5,4486,41.9337846267,-87.7220524303
IN,Indianapolis,1836003-18097350600,1836003,18097350600,47.1,4640,39.8207010670,-86.0962753935
MO,Independence,2935000-29095011800,2935000,29095011800,37.6,5127,39.0881955234,-94.4574898644
NY,New York,3651000-36081015200,3651000,36081015200,26.6,2721,40.6937658869,-73.8137530417
MA,Worcester,2582000-25027732600,2582000,25027732600,34.7,4253,42.2467318641,-71.7987257493
TX,Lubbock,4845000-48303002102,4845000,48303002102,27.2,2716,33.5245403313,-101.8790697560
FL,Largo,1239425-12103025412,1239425,12103025412,24.6,268,27.9339691578,-82.7405461380
NY,New York,3651000-36081020600,3651000,36081020600,29.7,1712,40.6943759640,-73.8093653539
CO,Greeley,0832155-08123000705,832155,8123000705,29.1,67,40.4283769732,-104.6470071490
OH,Cleveland,3916000-39035117700,3916000,39035117700,37.2,4899,41.5896243847,-81.5518890305
CA,San Diego,0666000-06073002002,666000,6073002002,20.7,2559,32.7645572496,-117.0929252160
HI,Honolulu,15003009200,15003,15003009200,21.8,7963,21.5054263499,-158.0058333990
MO,Springfield,2970000-29077003600,2970000,29077003600,40.5,2728,37.2452046856,-93.2728308688
IL,Chicago,1714000-17031220601,1714000,17031220601,25.8,1766,41.9258252089,-87.7128836553
FL,Miami,1245000-12086005304,1245000,12086005304,35.9,4204,25.7676247098,-80.2185602270
OH,Cincinnati,3915000-39061010300,3915000,39061010300,36.8,1713,39.0874030185,-84.5767575294
IN,Lafayette,1840788-18157000800,1840788,18157000800,30.2,1852,40.4062619960,-86.8625128173
OH,Columbus,3918000-39049009311,3918000,39049009311,37.4,2879,39.9494582195,-82.8627358384
TX,El Paso,4824000-48141001115,4824000,48141001115,39.8,3445,31.8074624788,-106.5192755250
CA,Los Angeles,0644000-06037127805,644000,6037127805,27.8,3768,34.1921962286,-118.4576888860
WI,Appleton,5502375-55087011501,5502375,55087011501,28.7,3353,44.2790623286,-88.3864729631
CA,Fremont,0626000-06001441521,626000,6001441521,13.4,5869,37.5729294791,-122.0532609350
CA,San Bernardino,0665000-06071004301,665000,6071004301,33.3,4677,34.1115754427,-117.3459700140
CA,Sunnyvale,0677000-06085508404,677000,6085508404,16.1,6023,37.3646098128,-122.0416427210
AZ,Phoenix,0455000-04013103220,455000,4013103220,21.9,2994,33.6175007114,-111.9348678700
CA,Los Angeles,0644000-06037104822,644000,6037104822,33.1,2277,34.2458338715,-118.4209239130
TX,Frisco,4827684-48121020108,4827684,48121020108,,6,33.2118580367,-96.8849052558
LA,New Orleans,2255000-22071001734,2255000,22071001734,27.1,892,30.1055406248,-89.7526985924
VA,Norfolk,5157000-51710000201,5157000,51710000201,32.9,2742,36.9440330142,-76.2375185156
